ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11649,205.0,60.0,Cao,3.0,3,Beta,-16.0,49.0
I,11650,200.0,60.0,Cao,3.0,3,Beta,-28.0,44.0
I,11652,184.0,210.0,Cao,4.0,16,Beta-Gamma,19.0,28.0
I,11654,152.0,950.0,Fkc,17.0,31,Beta-Gamma,8.0,-4.0
I,11656,131.0,30.0,Cro,7.0,7,Beta,22.0,-25.0
I,11658,90.0,100.0,Cso,4.0,6,Beta,-12.0,-63.0
IA,11644,242.0,,,,,,15.0,86.0
IA,11646,234.0,,,,,,13.0,78.0
IA,11648,226.0,,,,,,5.0,70.0
IA,11651,230.0,,,,,,20.0,74.0
IA,11653,191.0,,,,,,9.0,35.0
IA,11655,207.0,,,,,,-21.0,51.0
IA,11657,161.0,,,,,,-17.0,5.0
