ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11820,177.0,110.0,Dao,9.0,8,Beta,-12.0,61.0
I,11823,139.0,100.0,Hsx,2.0,1,Alpha,-7.0,23.0
I,11825,186.0,50.0,Hax,6.0,2,Alpha,14.0,69.0
I,11827,98.0,60.0,Dao,6.0,8,Beta,-18.0,-18.0
I,11828,90.0,20.0,Cro,2.0,1,Beta,14.0,-26.0
I,11829,190.0,30.0,Cro,4.0,3,Beta,5.0,74.0
I,11830,168.0,50.0,Dao,6.0,5,Beta,-6.0,51.0
I,11831,166.0,30.0,Dro,4.0,5,Beta,13.0,49.0
I,11832,166.0,30.0,Cso,4.0,2,Beta,25.0,49.0
IA,11822,159.0,,,,,,-11.0,42.0
IA,11824,201.0,,,,,,-12.0,84.0
IA,11826,158.0,,,,,,13.0,41.0
