ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11872,57.0,60.0,Cao,3.0,4,Beta,-17.0,26.0
I,11873,49.0,10.0,Axx,6.0,4,Alpha,12.0,17.0
I,11874,78.0,30.0,Dro,8.0,13,Beta,-11.0,47.0
I,11875,27.0,420.0,Ekc,14.0,123,Beta-Gamma-Delta,7.0,-4.0
I,11877,8.0,390.0,Dki,7.0,15,Beta,-13.0,-23.0
I,11879,354.0,80.0,Cso,9.0,9,Beta,-13.0,-37.0
IA,11868,104.0,,,,,,23.0,72.0
IA,11869,74.0,,,,,,16.0,42.0
IA,11871,80.0,,,,,,16.0,48.0
IA,11878,113.0,,,,,,-9.0,81.0
IA,11880,62.0,,,,,,12.0,30.0
