ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11908,232.0,80.0,Dso,10.0,5,Beta,-26.0,34.0
I,11909,205.0,250.0,Ekc,11.0,17,Beta-Gamma,-18.0,7.0
I,11911,222.0,20.0,Hrx,3.0,2,Alpha,-11.0,24.0
I,11912,144.0,120.0,Hsx,2.0,1,Alpha,-21.0,-53.0
I,11913,266.0,90.0,Cao,7.0,9,Beta,-15.0,69.0
I,11915,206.0,10.0,Bxo,4.0,3,Beta,-29.0,8.0
IA,11905,261.0,,,,,,18.0,63.0
IA,11906,268.0,,,,,,-17.0,70.0
IA,11907,275.0,,,,,,-9.0,77.0
IA,11910,279.0,,,,,,2.0,81.0
IA,11914,231.0,,,,,,-18.0,33.0
