ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11920,49.0,30.0,Hax,1.0,1,Alpha,13.0,88.0
I,11921,46.0,180.0,Hax,4.0,2,Alpha,7.0,85.0
I,11928,8.0,460.0,Ekc,15.0,28,Beta-Gamma,-17.0,47.0
I,11929,310.0,10.0,Axx,2.0,3,Alpha,-12.0,-11.0
I,11930,326.0,90.0,Dai,6.0,7,Beta,-11.0,5.0
I,11931,285.0,220.0,Hsx,5.0,2,Alpha,-15.0,-36.0
I,11933,26.0,60.0,Dao,7.0,3,Beta,-13.0,65.0
I,11934,268.0,140.0,Cao,6.0,5,Beta,-15.0,-53.0
IA,11925,15.0,,,,,,-7.0,54.0
IA,11932,332.0,,,,,,4.0,11.0
